# Outputting data by phi for Stokes 0
# We have 1 phi-specific tables, each of
# which contains nthetas = 901 rows by nfreqs = 2 columns;# The thetas are: 45 45.05 45.1 45.15 45.2 45.25 45.3 45.35 45.4 45.45 45.5 45.55 45.6 45.65 45.7 45.75 45.8 45.85 45.9 45.95 46 46.05 46.1 46.15 46.2 46.25 46.3 46.35 46.4 46.45 46.5 46.55 46.6 46.65 46.7 46.75 46.8 46.85 46.9 46.95 47 47.05 47.1 47.15 47.2 47.25 47.3 47.35 47.4 47.45 47.5 47.55 47.6 47.65 47.7 47.75 47.8 47.85 47.9 47.95 48 48.05 48.1 48.15 48.2 48.25 48.3 48.35 48.4 48.45 48.5 48.55 48.6 48.65 48.7 48.75 48.8 48.85 48.9 48.95 49 49.05 49.1 49.15 49.2 49.25 49.3 49.35 49.4 49.45 49.5 49.55 49.6 49.65 49.7 49.75 49.8 49.85 49.9 49.95 50 50.05 50.1 50.15 50.2 50.25 50.3 50.35 50.4 50.45 50.5 50.55 50.6 50.65 50.7 50.75 50.8 50.85 50.9 50.95 51 51.05 51.1 51.15 51.2 51.25 51.3 51.35 51.4 51.45 51.5 51.55 51.6 51.65 51.7 51.75 51.8 51.85 51.9 51.95 52 52.05 52.1 52.15 52.2 52.25 52.3 52.35 52.4 52.45 52.5 52.55 52.6 52.65 52.7 52.75 52.8 52.85 52.9 52.95 53 53.05 53.1 53.15 53.2 53.25 53.3 53.35 53.4 53.45 53.5 53.55 53.6 53.65 53.7 53.75 53.8 53.85 53.9 53.95 54 54.05 54.1 54.15 54.2 54.25 54.3 54.35 54.4 54.45 54.5 54.55 54.6 54.65 54.7 54.75 54.8 54.85 54.9 54.95 55 55.05 55.1 55.15 55.2 55.25 55.3 55.35 55.4 55.45 55.5 55.55 55.6 55.65 55.7 55.75 55.8 55.85 55.9 55.95 56 56.05 56.1 56.15 56.2 56.25 56.3 56.35 56.4 56.45 56.5 56.55 56.6 56.65 56.7 56.75 56.8 56.85 56.9 56.95 57 57.05 57.1 57.15 57.2 57.25 57.3 57.35 57.4 57.45 57.5 57.55 57.6 57.65 57.7 57.75 57.8 57.85 57.9 57.95 58 58.05 58.1 58.15 58.2 58.25 58.3 58.35 58.4 58.45 58.5 58.55 58.6 58.65 58.7 58.75 58.8 58.85 58.9 58.95 59 59.05 59.1 59.15 59.2 59.25 59.3 59.35 59.4 59.45 59.5 59.55 59.6 59.65 59.7 59.75 59.8 59.85 59.9 59.95 60 60.05 60.1 60.15 60.2 60.25 60.3 60.35 60.4 60.45 60.5 60.55 60.6 60.65 60.7 60.75 60.8 60.85 60.9 60.95 61 61.05 61.1 61.15 61.2 61.25 61.3 61.35 61.4 61.45 61.5 61.55 61.6 61.65 61.7 61.75 61.8 61.85 61.9 61.95 62 62.05 62.1 62.15 62.2 62.25 62.3 62.35 62.4 62.45 62.5 62.55 62.6 62.65 62.7 62.75 62.8 62.85 62.9 62.95 63 63.05 63.1 63.15 63.2 63.25 63.3 63.35 63.4 63.45 63.5 63.55 63.6 63.65 63.7 63.75 63.8 63.85 63.9 63.95 64 64.05 64.1 64.15 64.2 64.25 64.3 64.35 64.4 64.45 64.5 64.55 64.6 64.65 64.7 64.75 64.8 64.85 64.9 64.95 65 65.05 65.1 65.15 65.2 65.25 65.3 65.35 65.4 65.45 65.5 65.55 65.6 65.65 65.7 65.75 65.8 65.85 65.9 65.95 66 66.05 66.1 66.15 66.2 66.25 66.3 66.35 66.4 66.45 66.5 66.55 66.6 66.65 66.7 66.75 66.8 66.85 66.9 66.95 67 67.05 67.1 67.15 67.2 67.25 67.3 67.35 67.4 67.45 67.5 67.55 67.6 67.65 67.7 67.75 67.8 67.85 67.9 67.95 68 68.05 68.1 68.15 68.2 68.25 68.3 68.35 68.4 68.45 68.5 68.55 68.6 68.65 68.7 68.75 68.8 68.85 68.9 68.95 69 69.05 69.1 69.15 69.2 69.25 69.3 69.35 69.4 69.45 69.5 69.55 69.6 69.65 69.7 69.75 69.8 69.85 69.9 69.95 70 70.05 70.1 70.15 70.2 70.25 70.3 70.35 70.4 70.45 70.5 70.55 70.6 70.65 70.7 70.75 70.8 70.85 70.9 70.95 71 71.05 71.1 71.15 71.2 71.25 71.3 71.35 71.4 71.45 71.5 71.55 71.6 71.65 71.7 71.75 71.8 71.85 71.9 71.95 72 72.05 72.1 72.15 72.2 72.25 72.3 72.35 72.4 72.45 72.5 72.55 72.6 72.65 72.7 72.75 72.8 72.85 72.9 72.95 73 73.05 73.1 73.15 73.2 73.25 73.3 73.35 73.4 73.45 73.5 73.55 73.6 73.65 73.7 73.75 73.8 73.85 73.9 73.95 74 74.05 74.1 74.15 74.2 74.25 74.3 74.35 74.4 74.45 74.5 74.55 74.6 74.65 74.7 74.75 74.8 74.85 74.9 74.95 75 75.05 75.1 75.15 75.2 75.25 75.3 75.35 75.4 75.45 75.5 75.55 75.6 75.65 75.7 75.75 75.8 75.85 75.9 75.95 76 76.05 76.1 76.15 76.2 76.25 76.3 76.35 76.4 76.45 76.5 76.55 76.6 76.65 76.7 76.75 76.8 76.85 76.9 76.95 77 77.05 77.1 77.15 77.2 77.25 77.3 77.35 77.4 77.45 77.5 77.55 77.6 77.65 77.7 77.75 77.8 77.85 77.9 77.95 78 78.05 78.1 78.15 78.2 78.25 78.3 78.35 78.4 78.45 78.5 78.55 78.6 78.65 78.7 78.75 78.8 78.85 78.9 78.95 79 79.05 79.1 79.15 79.2 79.25 79.3 79.35 79.4 79.45 79.5 79.55 79.6 79.65 79.7 79.75 79.8 79.85 79.9 79.95 80 80.05 80.1 80.15 80.2 80.25 80.3 80.35 80.4 80.45 80.5 80.55 80.6 80.65 80.7 80.75 80.8 80.85 80.9 80.95 81 81.05 81.1 81.15 81.2 81.25 81.3 81.35 81.4 81.45 81.5 81.55 81.6 81.65 81.7 81.75 81.8 81.85 81.9 81.95 82 82.05 82.1 82.15 82.2 82.25 82.3 82.35 82.4 82.45 82.5 82.55 82.6 82.65 82.7 82.75 82.8 82.85 82.9 82.95 83 83.05 83.1 83.15 83.2 83.25 83.3 83.35 83.4 83.45 83.5 83.55 83.6 83.65 83.7 83.75 83.8 83.85 83.9 83.95 84 84.05 84.1 84.15 84.2 84.25 84.3 84.35 84.4 84.45 84.5 84.55 84.6 84.65 84.7 84.75 84.8 84.85 84.9 84.95 85 85.05 85.1 85.15 85.2 85.25 85.3 85.35 85.4 85.45 85.5 85.55 85.6 85.65 85.7 85.75 85.8 85.85 85.9 85.95 86 86.05 86.1 86.15 86.2 86.25 86.3 86.35 86.4 86.45 86.5 86.55 86.6 86.65 86.7 86.75 86.8 86.85 86.9 86.95 87 87.05 87.1 87.15 87.2 87.25 87.3 87.35 87.4 87.45 87.5 87.55 87.6 87.65 87.7 87.75 87.8 87.85 87.9 87.95 88 88.05 88.1 88.15 88.2 88.25 88.3 88.35 88.4 88.45 88.5 88.55 88.6 88.65 88.7 88.75 88.8 88.85 88.9 88.95 89 89.05 89.1 89.15 89.2 89.25 89.3 89.35 89.4 89.45 89.5 89.55 89.6 89.65 89.7 89.75 89.8 89.85 89.9 89.95 90 
# The freqs are: 100 1000  (MHz)



# All phi-freq for phi 0
80.15  7.34628e-34 1.55444e-35
80.2  7.31362e-34 1.63969e-35
80.25  7.28062e-34 1.80525e-35
80.3  7.24728e-34 2.04539e-35
80.35  7.21361e-34 2.36237e-35
80.4  7.17961e-34 2.76591e-35
80.45  7.14527e-34 3.27229e-35
80.5  7.1106e-34 3.90282e-35
80.55  7.0756e-34 4.68205e-35
80.6  7.04027e-34 5.63564e-35
80.65  7.0046e-34 6.78793e-35
80.7  6.96861e-34 8.1596e-35
80.75  6.93229e-34 9.76531e-35
80.8  6.89564e-34 1.16118e-34
80.85  6.85867e-34 1.36965e-34
80.9  6.82138e-34 1.60066e-34
80.95  6.78377e-34 1.85195e-34
81  6.74584e-34 2.12036e-34
81.05  6.70759e-34 2.40204e-34
81.1  6.66903e-34 2.69269e-34
81.15  6.63016e-34 2.98791e-34
81.2  6.59099e-34 3.28349e-34
81.25  6.55151e-34 3.57571e-34
81.3  6.51173e-34 3.86162e-34
81.35  6.47165e-34 4.13916e-34
81.4  6.43127e-34 4.40716e-34
81.45  6.39061e-34 4.66528e-34
81.5  6.34966e-34 4.9138e-34
81.55  6.30843e-34 5.15324e-34
81.6  6.26692e-34 5.38408e-34
81.65  6.22514e-34 5.60627e-34
81.7  6.18309e-34 5.81897e-34
81.75  6.14078e-34 6.02025e-34
81.8  6.09821e-34 6.20701e-34
81.85  6.05538e-34 6.37497e-34
81.9  6.01231e-34 6.51891e-34
81.95  5.969e-34 6.63299e-34
82  5.92545e-34 6.71125e-34
82.05  5.88168e-34 6.74815e-34
82.1  5.83768e-34 6.73908e-34
82.15  5.79346e-34 6.68088e-34
82.2  5.74903e-34 6.57218e-34
82.25  5.7044e-34 6.41367e-34
82.3  5.65957e-34 6.20808e-34
82.35  5.61456e-34 5.96008e-34
82.4  5.56936e-34 5.6759e-34
82.45  5.52398e-34 5.36292e-34
82.5  5.47844e-34 5.02912e-34
82.55  5.43274e-34 4.68251e-34
82.6  5.38689e-34 4.33064e-34
82.65  5.3409e-34 3.98017e-34
82.7  5.29477e-34 3.63662e-34
82.75  5.24851e-34 3.30421e-34
82.8  5.20213e-34 2.98595e-34
82.85  5.15565e-34 2.68375e-34
82.9  5.10906e-34 2.39877e-34
82.95  5.06238e-34 2.13168e-34
83  5.01562e-34 1.88304e-34
83.05  4.96879e-34 1.65356e-34
83.1  4.92189e-34 1.44429e-34
83.15  4.87493e-34 1.25674e-34
83.2  4.82793e-34 1.09276e-34
83.25  4.78089e-34 9.54491e-35
83.3  4.73383e-34 8.44037e-35
83.35  4.68674e-34 7.6324e-35
83.4  4.63965e-34 7.13362e-35
83.45  4.59257e-34 6.94837e-35
83.5  4.54549e-34 7.07084e-35
83.55  4.49844e-34 7.48427e-35
83.6  4.45142e-34 8.16119e-35
83.65  4.40444e-34 9.06473e-35
83.7  4.35751e-34 1.01509e-34
83.75  4.31064e-34 1.13715e-34
83.8  4.26385e-34 1.26774e-34
83.85  4.21714e-34 1.40215e-34
83.9  4.17052e-34 1.53616e-34
83.95  4.124e-34 1.6663e-34
84  4.0776e-34 1.78993e-34
84.05  4.03132e-34 1.90533e-34
84.1  3.98517e-34 2.01166e-34
84.15  3.93916e-34 2.10887e-34
84.2  3.89331e-34 2.19758e-34
84.25  3.84762e-34 2.27888e-34
84.3  3.8021e-34 2.35416e-34
84.35  3.75677e-34 2.42496e-34
84.4  3.71162e-34 2.49282e-34
84.45  3.66668e-34 2.55917e-34
84.5  3.62195e-34 2.62525e-34
84.55  3.57744e-34 2.69207e-34
84.6  3.53317e-34 2.76035e-34
84.65  3.48913e-34 2.83057e-34
84.7  3.44534e-34 2.90292e-34
84.75  3.40181e-34 2.97731e-34
84.8  3.35855e-34 3.05341e-34
84.85  3.31556e-34 3.13063e-34
84.9  3.27286e-34 3.20818e-34
84.95  3.23046e-34 3.28505e-34
85  3.18835e-34 3.36008e-34
85.05  3.14656e-34 3.43198e-34
85.1  3.10509e-34 3.49942e-34
85.15  3.06394e-34 3.56104e-34
85.2  3.02313e-34 3.61554e-34
85.25  2.98267e-34 3.6617e-34
85.3  2.94255e-34 3.69839e-34
85.35  2.90279e-34 3.72463e-34
85.4  2.8634e-34 3.73949e-34
85.45  2.82438e-34 3.74215e-34
85.5  2.78574e-34 3.73179e-34
85.55  2.74748e-34 3.70759e-34
85.6  2.70962e-34 3.66871e-34
85.65  2.67215e-34 3.61425e-34
85.7  2.6351e-34 3.54333e-34
85.75  2.59845e-34 3.45515e-34
85.8  2.56222e-34 3.34906e-34
85.85  2.52641e-34 3.22476e-34
85.9  2.49103e-34 3.08237e-34
85.95  2.45608e-34 2.92263e-34
86  2.42157e-34 2.74698e-34
86.05  2.3875e-34 2.55765e-34
86.1  2.35388e-34 2.35765e-34
86.15  2.3207e-34 2.15075e-34
86.2  2.28799e-34 1.94132e-34
86.25  2.25573e-34 1.73418e-34
86.3  2.22393e-34 1.53432e-34
86.35  2.19259e-34 1.34665e-34
86.4  2.16173e-34 1.17576e-34
86.45  2.13134e-34 1.02563e-34
86.5  2.10141e-34 8.99453e-35
86.55  2.07197e-34 7.99494e-35
86.6  2.043e-34 7.27014e-35
86.65  2.01452e-34 6.82288e-35
86.7  1.98651e-34 6.64677e-35
86.75  1.95899e-34 6.72763e-35
86.8  1.93195e-34 7.04518e-35
86.85  1.9054e-34 7.57481e-35
86.9  1.87933e-34 8.28943e-35
86.95  1.85375e-34 9.16096e-35
87  1.82865e-34 1.01615e-34
87.05  1.80405e-34 1.12641e-34
87.1  1.77993e-34 1.24433e-34
87.15  1.75629e-34 1.36746e-34
87.2  1.73315e-34 1.49352e-34
87.25  1.71048e-34 1.62028e-34
87.3  1.68831e-34 1.74561e-34
87.35  1.66661e-34 1.86744e-34
87.4  1.6454e-34 1.98379e-34
87.45  1.62467e-34 2.09281e-34
87.5  1.60441e-34 2.19287e-34
87.55  1.58464e-34 2.28259e-34
87.6  1.56533e-34 2.361e-34
87.65  1.5465e-34 2.42751e-34
87.7  1.52814e-34 2.48207e-34
87.75  1.51025e-34 2.5251e-34
87.8  1.49282e-34 2.55754e-34
87.85  1.47586e-34 2.58076e-34
87.9  1.45935e-34 2.59648e-34
87.95  1.44329e-34 2.60671e-34
88  1.42769e-34 2.61354e-34
88.05  1.41254e-34 2.61909e-34
88.1  1.39783e-34 2.62533e-34
88.15  1.38356e-34 2.634e-34
88.2  1.36973e-34 2.64649e-34
88.25  1.35632e-34 2.6638e-34
88.3  1.34335e-34 2.68645e-34
88.35  1.3308e-34 2.71448e-34
88.4  1.31867e-34 2.74742e-34
88.45  1.30695e-34 2.78434e-34
88.5  1.29564e-34 2.8238e-34
88.55  1.28474e-34 2.86395e-34
88.6  1.27424e-34 2.90257e-34
88.65  1.26413e-34 2.93711e-34
88.7  1.25441e-34 2.96483e-34
88.75  1.24508e-34 2.98287e-34
88.8  1.23612e-34 2.98841e-34
88.85  1.22754e-34 2.97879e-34
88.9  1.21932e-34 2.9517e-34
88.95  1.21147e-34 2.9053e-34
89  1.20398e-34 2.83839e-34
89.05  1.19683e-34 2.75052e-34
89.1  1.19004e-34 2.64204e-34
89.15  1.18358e-34 2.5142e-34
89.2  1.17745e-34 2.36906e-34
89.25  1.17166e-34 2.20946e-34
89.3  1.16619e-34 2.03887e-34
89.35  1.16103e-34 1.86126e-34
89.4  1.15618e-34 1.68084e-34
89.45  1.15164e-34 1.50193e-34
89.5  1.1474e-34 1.32869e-34
89.55  1.14345e-34 1.16498e-34
89.6  1.13978e-34 1.01417e-34
89.65  1.1364e-34 8.79084e-35
89.7  1.13329e-34 7.6187e-35
89.75  1.13045e-34 6.64028e-35
89.8  1.12787e-34 5.86413e-35
89.85  1.12555e-34 5.29278e-35
89.9  1.12348e-34 4.9235e-35
89.95  1.12165e-34 4.74899e-35
90  1.12006e-34 4.75815e-35




